Date,Open,High,Low,Close,Volume
09/08/2019,1.355,1.355,1.32,1.32,156624
12/08/2019,1.34,1.44,1.34,1.39,390457
13/08/2019,1.405,1.465,1.395,1.445,339503
14/08/2019,1.49,1.54,1.46,1.475,686079
15/08/2019,1.41,1.415,1.33,1.38,370684
16/08/2019,1.38,1.38,1.38,1.38,0
19/08/2019,1.38,1.38,1.38,1.38,0
20/08/2019,1.38,1.38,1.38,1.38,0
21/08/2019,1.45,1.48,1.4,1.44,876774
22/08/2019,1.45,1.45,1.38,1.425,351730
23/08/2019,1.42,1.42,1.38,1.41,238807
26/08/2019,1.36,1.39,1.305,1.35,437066
27/08/2019,1.35,1.36,1.31,1.35,697617
28/08/2019,1.33,1.33,1.27,1.3,1548671
29/08/2019,1.3,1.325,1.27,1.27,215453
30/08/2019,1.33,1.33,1.24,1.28,2035639
02/09/2019,1.3,1.37,1.265,1.345,775423
03/09/2019,1.365,1.365,1.29,1.34,1091574
04/09/2019,1.35,1.44,1.35,1.38,518729
05/09/2019,1.4,1.415,1.345,1.35,429289
06/09/2019,1.375,1.42,1.355,1.405,362795
09/09/2019,1.435,1.48,1.31,1.365,1037241
10/09/2019,1.355,1.355,1.27,1.33,1406571
11/09/2019,1.34,1.35,1.305,1.335,257018
12/09/2019,1.33,1.395,1.33,1.375,325244
13/09/2019,1.38,1.415,1.375,1.385,151936
16/09/2019,1.385,1.405,1.35,1.39,230439
17/09/2019,1.365,1.39,1.32,1.365,354636
18/09/2019,1.36,1.525,1.35,1.52,1480765
19/09/2019,1.5,1.585,1.455,1.565,756611
20/09/2019,1.54,1.55,1.47,1.48,745320
23/09/2019,1.48,1.59,1.45,1.56,745147
24/09/2019,1.6,1.68,1.56,1.62,2343115
25/09/2019,1.575,1.64,1.565,1.6,599671
26/09/2019,1.645,1.645,1.565,1.58,945381
27/09/2019,1.57,1.602,1.485,1.485,604054
30/09/2019,1.5,1.5,1.39,1.445,1068400
01/10/2019,1.435,1.51,1.43,1.48,379942
02/10/2019,1.45,1.51,1.39,1.45,841668
03/10/2019,1.425,1.495,1.41,1.445,691526
04/10/2019,1.44,1.505,1.43,1.5,987603
07/10/2019,1.505,1.58,1.485,1.495,549757
08/10/2019,1.5,1.5,1.425,1.425,415926
09/10/2019,1.415,1.425,1.33,1.38,1187271
10/10/2019,1.37,1.4,1.31,1.31,643334
11/10/2019,1.325,1.44,1.31,1.425,655185
14/10/2019,1.44,1.475,1.435,1.455,867604
15/10/2019,1.445,1.515,1.44,1.48,1408751
16/10/2019,1.49,1.49,1.43,1.44,447362
17/10/2019,1.455,1.48,1.435,1.45,284838
18/10/2019,1.45,1.55,1.45,1.535,698126
21/10/2019,1.535,1.56,1.465,1.535,596456
22/10/2019,1.575,1.645,1.49,1.64,1265838
23/10/2019,1.625,1.775,1.56,1.685,1584222
24/10/2019,1.68,1.68,1.555,1.58,1001915
25/10/2019,1.565,1.575,1.49,1.54,556258
28/10/2019,1.53,1.575,1.515,1.55,140180
29/10/2019,1.59,1.645,1.505,1.515,571103
30/10/2019,1.515,1.535,1.47,1.485,725592
31/10/2019,1.5,1.54,1.47,1.475,406235
01/11/2019,1.47,1.505,1.465,1.49,134394
04/11/2019,1.49,1.545,1.49,1.545,237268
05/11/2019,1.51,1.535,1.5,1.51,245804
06/11/2019,1.51,1.52,1.46,1.495,331761
07/11/2019,1.49,1.51,1.485,1.49,767457
08/11/2019,1.495,1.575,1.48,1.57,579910
11/11/2019,1.57,1.595,1.555,1.575,291250
12/11/2019,1.58,1.61,1.575,1.605,1097195
13/11/2019,1.6,1.63,1.58,1.61,544152
14/11/2019,1.62,1.63,1.6,1.615,255664
15/11/2019,1.615,1.69,1.6,1.655,459858
18/11/2019,1.66,1.76,1.655,1.74,769383
19/11/2019,1.74,1.76,1.67,1.73,474341
20/11/2019,1.72,1.83,1.715,1.815,1087436
21/11/2019,1.815,1.9,1.78,1.795,1150963
22/11/2019,1.78,1.81,1.75,1.79,410234
